location,date,vaccine,total_vaccinations
Argentina,2021-06-22,Pfizer/BioNTech,48
Argentina,2021-06-22,Sinopharm/Beijing,3789968
Argentina,2021-06-22,Sputnik V,8934540
Argentina,2021-06-23,Oxford/AstraZeneca,6769799
Argentina,2021-06-23,Sinopharm/Beijing,3814318
Argentina,2021-06-23,Sputnik V,8979542
Argentina,2021-06-24,Oxford/AstraZeneca,6944960
Argentina,2021-06-24,Sinopharm/Beijing,3887487
Argentina,2021-06-24,Sputnik V,9035792
Argentina,2021-06-25,CanSino,12
Argentina,2021-06-25,Moderna,17
Argentina,2021-06-25,Oxford/AstraZeneca,7164616
Argentina,2021-06-25,Pfizer/BioNTech,50
Argentina,2021-06-25,Sinopharm/Beijing,3997366
Argentina,2021-06-25,Sputnik V,9083136
Argentina,2021-06-26,Oxford/AstraZeneca,7357887
Argentina,2021-06-26,Sinopharm/Beijing,4089183
Argentina,2021-06-26,Sputnik V,9114410
Argentina,2021-06-27,Oxford/AstraZeneca,7457143
Argentina,2021-06-27,Sinopharm/Beijing,4147055
Argentina,2021-06-27,Sputnik V,9133567
Argentina,2021-06-28,Oxford/AstraZeneca,7622961
Argentina,2021-06-28,Sinopharm/Beijing,4326534
Argentina,2021-06-28,Sputnik V,9161412
Argentina,2021-06-29,Oxford/AstraZeneca,7800563
Argentina,2021-06-29,Sinopharm/Beijing,4499419
Argentina,2021-06-29,Sputnik V,9185462
Argentina,2021-06-30,Oxford/AstraZeneca,8008043
Argentina,2021-06-30,Pfizer/BioNTech,51
Argentina,2021-06-30,Sinopharm/Beijing,4650116
Argentina,2021-06-30,Sputnik V,9203148
Argentina,2021-07-01,Oxford/AstraZeneca,8321619
Argentina,2021-07-01,Sinopharm/Beijing,4753108
Argentina,2021-07-01,Sputnik V,9218933
Argentina,2021-07-02,CanSino,13
Argentina,2021-07-02,Oxford/AstraZeneca,8589161
Argentina,2021-07-02,Sinopharm/Beijing,4866076
Argentina,2021-07-02,Sputnik V,9254157
Argentina,2021-07-03,Oxford/AstraZeneca,8753061
Argentina,2021-07-03,Pfizer/BioNTech,53
Argentina,2021-07-03,Sinopharm/Beijing,4939276
Argentina,2021-07-03,Sputnik V,9353773
Argentina,2021-07-04,Oxford/AstraZeneca,8869025
Argentina,2021-07-04,Pfizer/BioNTech,54
Argentina,2021-07-04,Sinopharm/Beijing,4996474
Argentina,2021-07-04,Sputnik V,9377175
Argentina,2021-07-05,Oxford/AstraZeneca,9129226
Argentina,2021-07-05,Sinopharm/Beijing,5056590
Argentina,2021-07-05,Sputnik V,9466869
Argentina,2021-07-06,Oxford/AstraZeneca,9366042
Argentina,2021-07-06,Pfizer/BioNTech,55
Argentina,2021-07-06,Sinopharm/Beijing,5118397
Argentina,2021-07-06,Sputnik V,9585257
Argentina,2021-07-07,Oxford/AstraZeneca,9592998
Argentina,2021-07-07,Sinopharm/Beijing,5165374
Argentina,2021-07-07,Sputnik V,9715858
Argentina,2021-07-08,Moderna,18
Argentina,2021-07-08,Oxford/AstraZeneca,9725558
Argentina,2021-07-08,Sinopharm/Beijing,5273835
Argentina,2021-07-08,Sputnik V,9885479
Argentina,2021-07-09,Moderna,20
Argentina,2021-07-09,Oxford/AstraZeneca,9788785
Argentina,2021-07-09,Sinopharm/Beijing,5385898
Argentina,2021-07-09,Sputnik V,10067872
Argentina,2021-07-10,Moderna,24
Argentina,2021-07-10,Oxford/AstraZeneca,9860666
Argentina,2021-07-10,Sinopharm/Beijing,5545501
Argentina,2021-07-10,Sputnik V,10168400
Argentina,2021-07-11,Moderna,26
Argentina,2021-07-11,Oxford/AstraZeneca,9912227
Argentina,2021-07-11,Sinopharm/Beijing,5610368
Argentina,2021-07-11,Sputnik V,10217528
Argentina,2021-07-12,Oxford/AstraZeneca,9999960
Argentina,2021-07-12,Sinopharm/Beijing,5788115
Argentina,2021-07-12,Sputnik V,10339357
Argentina,2021-07-13,Oxford/AstraZeneca,10079856
Argentina,2021-07-13,Pfizer/BioNTech,56
Argentina,2021-07-13,Sinopharm/Beijing,5959197
Argentina,2021-07-13,Sputnik V,10482084
Argentina,2021-07-14,Oxford/AstraZeneca,10148864
Argentina,2021-07-14,Pfizer/BioNTech,57
Argentina,2021-07-14,Sinopharm/Beijing,6159712
Argentina,2021-07-14,Sputnik V,10611038
Argentina,2021-07-15,Oxford/AstraZeneca,10210980
Argentina,2021-07-15,Pfizer/BioNTech,58
Argentina,2021-07-15,Sinopharm/Beijing,6374529
Argentina,2021-07-15,Sputnik V,10734194
Argentina,2021-07-16,Oxford/AstraZeneca,10263860
Argentina,2021-07-16,Sinopharm/Beijing,6634543
Argentina,2021-07-16,Sputnik V,10877772
Argentina,2021-07-17,Oxford/AstraZeneca,10304251
Argentina,2021-07-17,Sinopharm/Beijing,6808976
Argentina,2021-07-17,Sputnik V,10985648
Argentina,2021-07-18,Oxford/AstraZeneca,10346472
Argentina,2021-07-18,Sinopharm/Beijing,6896678
Argentina,2021-07-18,Sputnik V,11023993
Argentina,2021-07-19,Moderna,27
Argentina,2021-07-19,Oxford/AstraZeneca,10427768
Argentina,2021-07-19,Pfizer/BioNTech,59
Argentina,2021-07-19,Sinopharm/Beijing,7162888
Argentina,2021-07-19,Sputnik V,11095363
Argentina,2021-07-20,CanSino,15
Argentina,2021-07-20,Moderna,39
Argentina,2021-07-20,Oxford/AstraZeneca,10496794
Argentina,2021-07-20,Sinopharm/Beijing,7355916
Argentina,2021-07-20,Sputnik V,11282074
Argentina,2021-07-21,Moderna,46
Argentina,2021-07-21,Oxford/AstraZeneca,10563461
Argentina,2021-07-21,Sinopharm/Beijing,7620269
Argentina,2021-07-21,Sputnik V,11371168
Argentina,2021-07-22,Moderna,48
Argentina,2021-07-22,Oxford/AstraZeneca,10625150
Argentina,2021-07-22,Sinopharm/Beijing,7904615
Argentina,2021-07-22,Sputnik V,11413556
Argentina,2021-07-23,Moderna,51
Argentina,2021-07-23,Oxford/AstraZeneca,10699975
Argentina,2021-07-23,Sinopharm/Beijing,8211703
Argentina,2021-07-23,Sputnik V,11440506
Argentina,2021-07-24,Moderna,53
Argentina,2021-07-24,Oxford/AstraZeneca,10760922
Argentina,2021-07-24,Sinopharm/Beijing,8371275
Argentina,2021-07-24,Sputnik V,11457684
Argentina,2021-07-25,Moderna,70
Argentina,2021-07-25,Oxford/AstraZeneca,10772548
Argentina,2021-07-25,Sinopharm/Beijing,8484801
Argentina,2021-07-25,Sputnik V,11466441
Argentina,2021-07-26,Moderna,74
Argentina,2021-07-26,Oxford/AstraZeneca,10876164
Argentina,2021-07-26,Sinopharm/Beijing,8762107
Argentina,2021-07-26,Sputnik V,11493318
Argentina,2021-07-27,Moderna,101
Argentina,2021-07-27,Oxford/AstraZeneca,11046823
Argentina,2021-07-27,Sinopharm/Beijing,9004454
Argentina,2021-07-27,Sputnik V,11508692
Argentina,2021-07-28,Moderna,133
Argentina,2021-07-28,Oxford/AstraZeneca,11206202
Argentina,2021-07-28,Sinopharm/Beijing,9289647
Argentina,2021-07-28,Sputnik V,11524309
Argentina,2021-07-29,Moderna,148
Argentina,2021-07-29,Oxford/AstraZeneca,11325078
Argentina,2021-07-29,Sinopharm/Beijing,9579738
Argentina,2021-07-29,Sputnik V,11540517
Argentina,2021-07-30,Moderna,283
Argentina,2021-07-30,Oxford/AstraZeneca,11436828
Argentina,2021-07-30,Sinopharm/Beijing,9880926
Argentina,2021-07-30,Sputnik V,11554686
Argentina,2021-07-31,Moderna,1975
Argentina,2021-07-31,Oxford/AstraZeneca,11498483
Argentina,2021-07-31,Sinopharm/Beijing,10084994
Argentina,2021-07-31,Sputnik V,11562172
Argentina,2021-08-01,Moderna,2252
Argentina,2021-08-01,Oxford/AstraZeneca,11527921
Argentina,2021-08-01,Pfizer/BioNTech,60
Argentina,2021-08-01,Sinopharm/Beijing,10216321
Argentina,2021-08-01,Sputnik V,11568590
Argentina,2021-08-02,Moderna,5953
Argentina,2021-08-02,Oxford/AstraZeneca,11616059
Argentina,2021-08-02,Pfizer/BioNTech,61
Argentina,2021-08-02,Sinopharm/Beijing,10529639
Argentina,2021-08-02,Sputnik V,11580810
Argentina,2021-08-03,Moderna,55652
Argentina,2021-08-03,Oxford/AstraZeneca,11749929
Argentina,2021-08-03,Sinopharm/Beijing,10742312
Argentina,2021-08-03,Sputnik V,11592879
Argentina,2021-08-04,CanSino,17
Argentina,2021-08-04,Moderna,77210
Argentina,2021-08-04,Oxford/AstraZeneca,11892648
Argentina,2021-08-04,Sinopharm/Beijing,10983219
Argentina,2021-08-04,Sputnik V,11605345
Argentina,2021-08-05,Moderna,95913
Argentina,2021-08-05,Oxford/AstraZeneca,12061169
Argentina,2021-08-05,Sinopharm/Beijing,11212346
Argentina,2021-08-05,Sputnik V,11619623
Argentina,2021-08-06,CanSino,18
Argentina,2021-08-06,Moderna,117105
Argentina,2021-08-06,Oxford/AstraZeneca,12216255
Argentina,2021-08-06,Pfizer/BioNTech,62
Argentina,2021-08-06,Sinopharm/Beijing,11442744
Argentina,2021-08-06,Sputnik V,11627159
Argentina,2021-08-07,Moderna,158864
Argentina,2021-08-07,Oxford/AstraZeneca,12298237
Argentina,2021-08-07,Pfizer/BioNTech,63
Argentina,2021-08-07,Sinopharm/Beijing,11591661
Argentina,2021-08-07,Sputnik V,11632810
Argentina,2021-08-08,Moderna,197915
Argentina,2021-08-08,Oxford/AstraZeneca,12320669
Argentina,2021-08-08,Pfizer/BioNTech,64
Argentina,2021-08-08,Sinopharm/Beijing,11688653
Argentina,2021-08-08,Sputnik V,11636112
Argentina,2021-08-09,Moderna,368825
Argentina,2021-08-09,Oxford/AstraZeneca,12436526
Argentina,2021-08-09,Pfizer/BioNTech,65
Argentina,2021-08-09,Sinopharm/Beijing,11782728
Argentina,2021-08-09,Sputnik V,11646524
Argentina,2021-08-10,Moderna,533447
Argentina,2021-08-10,Oxford/AstraZeneca,12545778
Argentina,2021-08-10,Sinopharm/Beijing,11870779
Argentina,2021-08-10,Sputnik V,11655307
Argentina,2021-08-11,Moderna,714260
Argentina,2021-08-11,Oxford/AstraZeneca,12686320
Argentina,2021-08-11,Pfizer/BioNTech,66
Argentina,2021-08-11,Sinopharm/Beijing,11952798
Argentina,2021-08-11,Sputnik V,11664869
Argentina,2021-08-12,CanSino,19
Argentina,2021-08-12,Moderna,851754
Argentina,2021-08-12,Oxford/AstraZeneca,12823610
Argentina,2021-08-12,Pfizer/BioNTech,68
Argentina,2021-08-12,Sinopharm/Beijing,12045779
Argentina,2021-08-12,Sputnik V,11689792
Argentina,2021-08-13,Moderna,957741
Argentina,2021-08-13,Oxford/AstraZeneca,12945333
Argentina,2021-08-13,Sinopharm/Beijing,12141621
Argentina,2021-08-13,Sputnik V,11783241
Argentina,2021-08-14,Moderna,1034185
Argentina,2021-08-14,Oxford/AstraZeneca,13034465
Argentina,2021-08-14,Sinopharm/Beijing,12176783
Argentina,2021-08-14,Sputnik V,11839204
Argentina,2021-08-15,Moderna,1072951
Argentina,2021-08-15,Oxford/AstraZeneca,13122187
Argentina,2021-08-15,Sinopharm/Beijing,12191333
Argentina,2021-08-15,Sputnik V,11860904
Argentina,2021-08-16,Moderna,1148403
Argentina,2021-08-16,Oxford/AstraZeneca,13150897
Argentina,2021-08-16,Sinopharm/Beijing,12208953
Argentina,2021-08-16,Sputnik V,11930243
Argentina,2021-08-17,Moderna,1309399
Argentina,2021-08-17,Oxford/AstraZeneca,13217774
Argentina,2021-08-17,Pfizer/BioNTech,69
Argentina,2021-08-17,Sinopharm/Beijing,12281439
Argentina,2021-08-17,Sputnik V,12069823
Argentina,2021-08-18,Moderna,1468701
Argentina,2021-08-18,Oxford/AstraZeneca,13291926
Argentina,2021-08-18,Sinopharm/Beijing,12359692
Argentina,2021-08-18,Sputnik V,12193621
Argentina,2021-08-19,Moderna,1576784
Argentina,2021-08-19,Oxford/AstraZeneca,13404912
Argentina,2021-08-19,Sinopharm/Beijing,12424276
Argentina,2021-08-19,Sputnik V,12334274
Argentina,2021-08-20,Moderna,1655169
Argentina,2021-08-20,Oxford/AstraZeneca,13555865
Argentina,2021-08-20,Pfizer/BioNTech,70
Argentina,2021-08-20,Sinopharm/Beijing,12487491
Argentina,2021-08-20,Sputnik V,12478611
Argentina,2021-08-21,Moderna,1678242
Argentina,2021-08-21,Oxford/AstraZeneca,13681632
Argentina,2021-08-21,Sinopharm/Beijing,12521836
Argentina,2021-08-21,Sputnik V,12552806
Argentina,2021-08-22,Moderna,1690110
Argentina,2021-08-22,Oxford/AstraZeneca,13768753
Argentina,2021-08-22,Pfizer/BioNTech,71
Argentina,2021-08-22,Sinopharm/Beijing,12562510
Argentina,2021-08-22,Sputnik V,12583256
Argentina,2021-08-23,Moderna,1731316
Argentina,2021-08-23,Oxford/AstraZeneca,13899712
Argentina,2021-08-23,Sinopharm/Beijing,12704755
Argentina,2021-08-23,Sputnik V,12677681
Argentina,2021-08-24,Moderna,1768799
Argentina,2021-08-24,Oxford/AstraZeneca,14047751
Argentina,2021-08-24,Sinopharm/Beijing,12893212
Argentina,2021-08-24,Sputnik V,12752913
Argentina,2021-08-25,Moderna,1798649
Argentina,2021-08-25,Oxford/AstraZeneca,14210596
Argentina,2021-08-25,Pfizer/BioNTech,72
Argentina,2021-08-25,Sinopharm/Beijing,13071121
Argentina,2021-08-25,Sputnik V,12809096
Argentina,2021-08-26,Moderna,1869211
Argentina,2021-08-26,Oxford/AstraZeneca,14360681
Argentina,2021-08-26,Pfizer/BioNTech,73
Argentina,2021-08-26,Sinopharm/Beijing,13239960
Argentina,2021-08-26,Sputnik V,12862573
Argentina,2021-08-27,Moderna,1927901
Argentina,2021-08-27,Oxford/AstraZeneca,14506808
Argentina,2021-08-27,Sinopharm/Beijing,13458628
Argentina,2021-08-27,Sputnik V,12907059
Argentina,2021-08-28,Moderna,1965259
Argentina,2021-08-28,Oxford/AstraZeneca,14560512
Argentina,2021-08-28,Sinopharm/Beijing,13589779
Argentina,2021-08-28,Sputnik V,12928650
Argentina,2021-08-29,Moderna,1985256
Argentina,2021-08-29,Oxford/AstraZeneca,14594053
Argentina,2021-08-29,Sinopharm/Beijing,13672705
Argentina,2021-08-29,Sputnik V,12961161
Argentina,2021-08-30,Moderna,2034527
Argentina,2021-08-30,Oxford/AstraZeneca,14716771
Argentina,2021-08-30,Pfizer/BioNTech,74
Argentina,2021-08-30,Sinopharm/Beijing,13832920
Argentina,2021-08-30,Sputnik V,13047236
Argentina,2021-08-31,Moderna,2101147
Argentina,2021-08-31,Oxford/AstraZeneca,14838026
Argentina,2021-08-31,Sinopharm/Beijing,13970721
Argentina,2021-08-31,Sputnik V,13183004
Argentina,2021-09-01,Moderna,2174187
Argentina,2021-09-01,Oxford/AstraZeneca,14948912
Argentina,2021-09-01,Sinopharm/Beijing,14122614
Argentina,2021-09-01,Sputnik V,13303467
Argentina,2021-09-02,Moderna,2237645
Argentina,2021-09-02,Oxford/AstraZeneca,15029632
Argentina,2021-09-02,Sinopharm/Beijing,14320182
Argentina,2021-09-02,Sputnik V,13410246
Argentina,2021-09-03,Moderna,2299935
Argentina,2021-09-03,Oxford/AstraZeneca,15110897
Argentina,2021-09-03,Sinopharm/Beijing,14518366
Argentina,2021-09-03,Sputnik V,13503580
Argentina,2021-09-04,Moderna,2336420
Argentina,2021-09-04,Oxford/AstraZeneca,15169820
Argentina,2021-09-04,Sinopharm/Beijing,14650979
Argentina,2021-09-04,Sputnik V,13571872
Argentina,2021-09-05,Moderna,2353880
Argentina,2021-09-05,Oxford/AstraZeneca,15231050
Argentina,2021-09-05,Sinopharm/Beijing,14727466
Argentina,2021-09-05,Sputnik V,13613648
Argentina,2021-09-06,Moderna,2406876
Argentina,2021-09-06,Oxford/AstraZeneca,15394350
Argentina,2021-09-06,Sinopharm/Beijing,14873609
Argentina,2021-09-06,Sputnik V,13693300
Argentina,2021-09-07,CanSino,67
Argentina,2021-09-07,Moderna,2457459
Argentina,2021-09-07,Oxford/AstraZeneca,15578987
Argentina,2021-09-07,Sinopharm/Beijing,15018718
Argentina,2021-09-07,Sputnik V,13777054
Argentina,2021-09-08,CanSino,107
Argentina,2021-09-08,Moderna,2497343
Argentina,2021-09-08,Oxford/AstraZeneca,15720293
Argentina,2021-09-08,Pfizer/BioNTech,75
Argentina,2021-09-08,Sinopharm/Beijing,15136359
Argentina,2021-09-08,Sputnik V,13852364
Argentina,2021-09-09,CanSino,114
Argentina,2021-09-09,Moderna,2531401
Argentina,2021-09-09,Oxford/AstraZeneca,15858521
Argentina,2021-09-09,Pfizer/BioNTech,76
Argentina,2021-09-09,Sinopharm/Beijing,15269678
Argentina,2021-09-09,Sputnik V,13944971
Argentina,2021-09-10,CanSino,118
Argentina,2021-09-10,Moderna,2565905
Argentina,2021-09-10,Oxford/AstraZeneca,15949787
Argentina,2021-09-10,Sinopharm/Beijing,15413854
Argentina,2021-09-10,Sputnik V,14018035
Argentina,2021-09-11,CanSino,393
Argentina,2021-09-11,Moderna,2577992
Argentina,2021-09-11,Oxford/AstraZeneca,16071412
Argentina,2021-09-11,Pfizer/BioNTech,77
Argentina,2021-09-11,Sinopharm/Beijing,15448863
Argentina,2021-09-11,Sputnik V,14047937
Argentina,2021-09-12,CanSino,766
Argentina,2021-09-12,Moderna,2578913
Argentina,2021-09-12,Oxford/AstraZeneca,16075660
Argentina,2021-09-12,Pfizer/BioNTech,79
Argentina,2021-09-12,Sinopharm/Beijing,15452235
Argentina,2021-09-12,Sputnik V,14048840
Argentina,2021-09-13,CanSino,14923
Argentina,2021-09-13,Moderna,2603546
Argentina,2021-09-13,Oxford/AstraZeneca,16242560
Argentina,2021-09-13,Pfizer/BioNTech,80
Argentina,2021-09-13,Sinopharm/Beijing,15511211
Argentina,2021-09-13,Sputnik V,14087110
Argentina,2021-09-14,CanSino,16123
Argentina,2021-09-14,Moderna,2650999
Argentina,2021-09-14,Oxford/AstraZeneca,16368433
Argentina,2021-09-14,Pfizer/BioNTech,213
Argentina,2021-09-14,Sinopharm/Beijing,15571759
Argentina,2021-09-14,Sputnik V,14131834
Argentina,2021-09-15,CanSino,17253
Argentina,2021-09-15,Moderna,2690219
Argentina,2021-09-15,Oxford/AstraZeneca,16414841
Argentina,2021-09-15,Pfizer/BioNTech,282
Argentina,2021-09-15,Sinopharm/Beijing,15626171
Argentina,2021-09-15,Sputnik V,14321278
Argentina,2021-09-16,CanSino,18579
Argentina,2021-09-16,Moderna,2720355
Argentina,2021-09-16,Oxford/AstraZeneca,16594902
Argentina,2021-09-16,Pfizer/BioNTech,4954
Argentina,2021-09-16,Sinopharm/Beijing,15675806
Argentina,2021-09-16,Sputnik V,14417033
Argentina,2021-09-17,CanSino,27168
Argentina,2021-09-17,Moderna,2741234
Argentina,2021-09-17,Oxford/AstraZeneca,16708261
Argentina,2021-09-17,Pfizer/BioNTech,10112
Argentina,2021-09-17,Sinopharm/Beijing,15768826
Argentina,2021-09-17,Sputnik V,14539878
Argentina,2021-09-18,CanSino,27641
Argentina,2021-09-18,Moderna,2755236
Argentina,2021-09-18,Oxford/AstraZeneca,16735450
Argentina,2021-09-18,Pfizer/BioNTech,18495
Argentina,2021-09-18,Sinopharm/Beijing,15813505
Argentina,2021-09-18,Sputnik V,14666629
Argentina,2021-09-19,CanSino,27685
Argentina,2021-09-19,Moderna,2774039
Argentina,2021-09-19,Oxford/AstraZeneca,16805471
Argentina,2021-09-19,Pfizer/BioNTech,19495
Argentina,2021-09-19,Sinopharm/Beijing,15845228
Argentina,2021-09-19,Sputnik V,14682827
Argentina,2021-09-20,CanSino,30180
Argentina,2021-09-20,Moderna,2793947
Argentina,2021-09-20,Oxford/AstraZeneca,16856310
Argentina,2021-09-20,Pfizer/BioNTech,21905
Argentina,2021-09-20,Sinopharm/Beijing,15899553
Argentina,2021-09-20,Sputnik V,14899212
Argentina,2021-09-21,CanSino,32677
Argentina,2021-09-21,Moderna,2804620
Argentina,2021-09-21,Oxford/AstraZeneca,16892545
Argentina,2021-09-21,Pfizer/BioNTech,23190
Argentina,2021-09-21,Sinopharm/Beijing,15969326
Argentina,2021-09-21,Sputnik V,15088479
Argentina,2021-09-22,CanSino,35966
Argentina,2021-09-22,Moderna,2833340
Argentina,2021-09-22,Oxford/AstraZeneca,17049749
Argentina,2021-09-22,Pfizer/BioNTech,26353
Argentina,2021-09-22,Sinopharm/Beijing,16050135
Argentina,2021-09-22,Sputnik V,15144218
Argentina,2021-09-23,CanSino,39842
Argentina,2021-09-23,Moderna,2913103
Argentina,2021-09-23,Oxford/AstraZeneca,17086465
Argentina,2021-09-23,Pfizer/BioNTech,103885
Argentina,2021-09-23,Sinopharm/Beijing,16122807
Argentina,2021-09-23,Sputnik V,15185790
Argentina,2021-09-24,CanSino,44133
Argentina,2021-09-24,Moderna,2933504
Argentina,2021-09-24,Oxford/AstraZeneca,17211357
Argentina,2021-09-24,Pfizer/BioNTech,128942
Argentina,2021-09-24,Sinopharm/Beijing,16176629
Argentina,2021-09-24,Sputnik V,15218841
Argentina,2021-09-25,CanSino,46652
Argentina,2021-09-25,Moderna,2941111
Argentina,2021-09-25,Oxford/AstraZeneca,17235213
Argentina,2021-09-25,Pfizer/BioNTech,135446
Argentina,2021-09-25,Sinopharm/Beijing,16244147
Argentina,2021-09-25,Sputnik V,15239158
Argentina,2021-09-26,CanSino,47272
Argentina,2021-09-26,Moderna,2946025
Argentina,2021-09-26,Oxford/AstraZeneca,17275629
Argentina,2021-09-26,Pfizer/BioNTech,136778
Argentina,2021-09-26,Sinopharm/Beijing,16278568
Argentina,2021-09-26,Sputnik V,15245533
Argentina,2021-09-27,CanSino,52905
Argentina,2021-09-27,Moderna,2969397
Argentina,2021-09-27,Oxford/AstraZeneca,17380155
Argentina,2021-09-27,Pfizer/BioNTech,144151
Argentina,2021-09-27,Sinopharm/Beijing,16382385
Argentina,2021-09-27,Sputnik V,15283625
Argentina,2021-09-28,CanSino,58220
Argentina,2021-09-28,Moderna,2993293
Argentina,2021-09-28,Oxford/AstraZeneca,17481071
Argentina,2021-09-28,Pfizer/BioNTech,151384
Argentina,2021-09-28,Sinopharm/Beijing,16484458
Argentina,2021-09-28,Sputnik V,15345352
Argentina,2021-09-29,CanSino,62139
Argentina,2021-09-29,Moderna,3014905
Argentina,2021-09-29,Oxford/AstraZeneca,17552313
Argentina,2021-09-29,Pfizer/BioNTech,161076
Argentina,2021-09-29,Sinopharm/Beijing,16568882
Argentina,2021-09-29,Sputnik V,15410234
Argentina,2021-09-30,CanSino,65383
Argentina,2021-09-30,Moderna,3032687
Argentina,2021-09-30,Oxford/AstraZeneca,17632531
Argentina,2021-09-30,Pfizer/BioNTech,187563
Argentina,2021-09-30,Sinopharm/Beijing,16650049
Argentina,2021-09-30,Sputnik V,15538258
Argentina,2021-10-01,CanSino,69164
Argentina,2021-10-01,Moderna,3049901
Argentina,2021-10-01,Oxford/AstraZeneca,17774574
Argentina,2021-10-01,Pfizer/BioNTech,209579
Argentina,2021-10-01,Sinopharm/Beijing,16697854
Argentina,2021-10-01,Sputnik V,15609928
Argentina,2021-10-02,CanSino,70322
Argentina,2021-10-02,Moderna,3055320
Argentina,2021-10-02,Oxford/AstraZeneca,17875962
Argentina,2021-10-02,Pfizer/BioNTech,218081
Argentina,2021-10-02,Sinopharm/Beijing,16718230
Argentina,2021-10-02,Sputnik V,15652290
Argentina,2021-10-03,CanSino,70489
Argentina,2021-10-03,Moderna,3058783
Argentina,2021-10-03,Oxford/AstraZeneca,17942350
Argentina,2021-10-03,Pfizer/BioNTech,224253
Argentina,2021-10-03,Sinopharm/Beijing,16725509
Argentina,2021-10-03,Sputnik V,15677420
Argentina,2021-10-04,CanSino,73260
Argentina,2021-10-04,Moderna,3072376
Argentina,2021-10-04,Oxford/AstraZeneca,18001518
Argentina,2021-10-04,Pfizer/BioNTech,240300
Argentina,2021-10-04,Sinopharm/Beijing,16808846
Argentina,2021-10-04,Sputnik V,15732794
Argentina,2021-10-05,CanSino,76902
Argentina,2021-10-05,Moderna,3088638
Argentina,2021-10-05,Oxford/AstraZeneca,18065717
Argentina,2021-10-05,Pfizer/BioNTech,304003
Argentina,2021-10-05,Sinopharm/Beijing,16848241
Argentina,2021-10-05,Sputnik V,15812539
Argentina,2021-10-06,CanSino,80832
Argentina,2021-10-06,Moderna,3100245
Argentina,2021-10-06,Oxford/AstraZeneca,18150171
Argentina,2021-10-06,Pfizer/BioNTech,328262
Argentina,2021-10-06,Sinopharm/Beijing,16888550
Argentina,2021-10-06,Sputnik V,15895937
Argentina,2021-10-07,CanSino,83529
Argentina,2021-10-07,Moderna,3130507
Argentina,2021-10-07,Oxford/AstraZeneca,18250273
Argentina,2021-10-07,Pfizer/BioNTech,372873
Argentina,2021-10-07,Sinopharm/Beijing,16924765
Argentina,2021-10-07,Sputnik V,15947041
Argentina,2021-10-08,CanSino,84439
Argentina,2021-10-08,Moderna,3136065
Argentina,2021-10-08,Oxford/AstraZeneca,18301506
Argentina,2021-10-08,Pfizer/BioNTech,387859
Argentina,2021-10-08,Sinopharm/Beijing,16938516
Argentina,2021-10-08,Sputnik V,15982057
Argentina,2021-10-09,CanSino,85256
Argentina,2021-10-09,Moderna,3141350
Argentina,2021-10-09,Oxford/AstraZeneca,18343568
Argentina,2021-10-09,Pfizer/BioNTech,391752
Argentina,2021-10-09,Sinopharm/Beijing,16959605
Argentina,2021-10-09,Sputnik V,16024950
